contig_id,proteins
biochar_4860,17
biochar_4862,22
biochar_4866,18
biochar_4868,12
biochar_4869,12
biochar_4872,15
biochar_4873,15
biochar_4878,13
biochar_4882,23
biochar_4883,13
biochar_4884,15
biochar_4886,13
biochar_4890,20
biochar_4891,19
biochar_4894,12
biochar_4897,29
biochar_49,111
biochar_4908,14
biochar_491,70
biochar_4910,10
biochar_4915,31
biochar_4917,14
biochar_4918,23
biochar_4919,21
biochar_492,62
biochar_4924,14
biochar_4925,12
biochar_4926,18
biochar_493,64
biochar_4930,11
biochar_4937,16
biochar_4941,23
biochar_4942,18
biochar_4944,12
biochar_4946,10
biochar_4947,9
biochar_4948,11
biochar_495,58
biochar_4954,9
biochar_4956,23
biochar_4957,18
biochar_496,61
biochar_4961,20
biochar_4962,16
biochar_4963,16
biochar_4964,3
biochar_4967,25
biochar_4968,16
biochar_4969,15
biochar_4970,13
biochar_4973,17
biochar_4975,14
biochar_4977,27
biochar_4978,14
biochar_498,62
biochar_4981,17
biochar_4982,11
biochar_4983,27
biochar_4984,15
biochar_4989,17
biochar_499,67
biochar_4991,12
biochar_4992,16
biochar_4995,21
biochar_4997,15
biochar_4998,30
biochar_4999,21
biochar_5,237
biochar_50,129
biochar_500,64
biochar_5000,10
biochar_5001,16
biochar_5002,16
biochar_5005,17
biochar_5008,14
biochar_5009,15
biochar_501,51
biochar_5010,14
biochar_5013,22
biochar_5014,28
biochar_5015,15
biochar_5016,14
biochar_5019,17
biochar_502,64
biochar_5022,10
biochar_5024,9
biochar_5025,16
biochar_5029,21
biochar_503,73
biochar_5032,24
biochar_5033,10
biochar_5034,19
biochar_5039,19
biochar_504,67
biochar_5040,11
biochar_5041,19
biochar_5043,17
biochar_5045,16
biochar_505,72
biochar_5051,20
biochar_5053,10
biochar_5054,18
biochar_5055,29
biochar_5056,11
biochar_5058,18
biochar_506,69
biochar_5060,20
biochar_5062,13
biochar_5067,22
biochar_5069,25
biochar_507,84
biochar_5070,8
biochar_5075,16
biochar_5076,15
biochar_5077,15
biochar_508,57
biochar_5080,16
biochar_5081,19
biochar_5087,12
biochar_509,80
biochar_5093,20
biochar_5096,14
biochar_5097,19
biochar_5098,20
biochar_51,128
biochar_510,72
biochar_5102,15
biochar_5103,11
biochar_5104,24
biochar_5107,20
biochar_5109,19
biochar_511,77
biochar_5110,13
biochar_5113,16
biochar_5115,13
biochar_5119,13
biochar_512,81
biochar_5125,21
biochar_5126,16
biochar_5127,18
biochar_5129,25
biochar_513,55
biochar_5133,12
biochar_5136,25
biochar_5137,13
biochar_5138,27
biochar_514,60
biochar_5142,16
biochar_5144,15
biochar_5146,10
biochar_5147,10
biochar_5148,18
biochar_515,68
biochar_5152,15
biochar_5153,12
biochar_5155,18
biochar_5156,11
biochar_5157,14
biochar_5158,10
biochar_516,77
biochar_5160,17
biochar_517,57
biochar_5172,12
biochar_5178,24
biochar_5180,11
biochar_5181,15
biochar_5186,13
biochar_5187,22
biochar_519,63
biochar_5192,15
biochar_5194,16
biochar_5195,16
biochar_5196,7
biochar_520,65
biochar_5203,13
biochar_5207,13
biochar_5208,21
biochar_5209,14
biochar_521,60
biochar_5216,20
biochar_5217,14
biochar_5218,15
biochar_5221,17
biochar_5222,26
biochar_5225,34
biochar_5226,16
biochar_5229,12
biochar_5230,14
biochar_5231,10
biochar_5234,12
biochar_5236,31
biochar_5238,15
biochar_5239,11
biochar_524,71
biochar_5241,10
biochar_5242,14
biochar_5245,16
biochar_5249,21
biochar_5250,23
biochar_5251,14
biochar_5252,10
biochar_5254,17
biochar_5256,17
biochar_5257,17
biochar_5260,15
biochar_5261,17
biochar_5264,16
biochar_5266,15
biochar_5272,20
biochar_5274,12
biochar_5276,14
biochar_5279,14
biochar_528,72
biochar_5282,14
biochar_5289,11
biochar_529,65
biochar_5291,19
biochar_5293,14
biochar_5294,17
biochar_5296,9
biochar_53,124
biochar_5303,16
biochar_5304,9
biochar_5307,8
biochar_531,61
biochar_5313,10
biochar_5314,22
biochar_5322,14
biochar_533,77
biochar_5330,18
biochar_5332,24
biochar_5333,14
biochar_5334,22
biochar_5335,14
biochar_5336,14
biochar_5339,23
biochar_534,73
biochar_5340,23
biochar_5342,8
biochar_5343,9
biochar_5344,16
biochar_5346,17
biochar_535,69
biochar_5350,8
biochar_5351,17
biochar_5352,16
biochar_5354,12
biochar_5358,15
biochar_5359,12
biochar_5360,7
biochar_5362,28
biochar_5363,24
biochar_537,85
biochar_5376,11
biochar_5378,7
biochar_5380,27
biochar_5382,27
biochar_5384,13
biochar_5387,30
biochar_5389,10
biochar_5391,7
biochar_5392,14
biochar_5397,20
biochar_5399,11
biochar_54,110
biochar_540,76
biochar_5400,17
biochar_5406,21
biochar_5408,15
biochar_541,51
biochar_5410,17
biochar_5413,14
biochar_5415,13
biochar_5417,16
biochar_5420,19
biochar_5421,14
biochar_5425,15
biochar_5427,14
biochar_543,63
biochar_5432,15
biochar_5433,14
biochar_5435,14
biochar_5439,21
biochar_544,77
biochar_5440,19
biochar_5448,17
biochar_5449,17
biochar_545,66
biochar_5451,17
biochar_5454,18
biochar_5458,26
biochar_5462,19
biochar_5463,23
biochar_5467,19
biochar_5469,17
biochar_547,71
biochar_5471,11
biochar_5472,15
biochar_5474,12
biochar_5476,27
biochar_5480,23
biochar_5485,18
biochar_5486,16
biochar_5487,19
biochar_5489,13
biochar_5490,11
biochar_5491,12
biochar_5492,27
biochar_5496,16
biochar_55,117
biochar_5500,11
biochar_5501,17
biochar_5508,24
biochar_5510,22
biochar_5511,17
biochar_5515,14
biochar_5516,11
biochar_5517,12
biochar_5518,17
biochar_5519,15
biochar_5521,12
biochar_5522,10
biochar_5526,14
biochar_5527,15
biochar_553,75
biochar_5530,17
biochar_5535,13
biochar_5536,30
biochar_5537,13
biochar_5538,15
biochar_5545,14
biochar_555,84
biochar_5551,21
biochar_5552,10
biochar_5553,14
biochar_5556,15
biochar_5557,26
biochar_556,74
biochar_5560,20
biochar_5561,12
biochar_5562,10
biochar_5567,19
biochar_5568,23
biochar_557,83
biochar_5570,15
biochar_5571,19
biochar_5572,16
biochar_5573,16
biochar_558,65
biochar_5580,13
biochar_5582,18
biochar_5583,15
biochar_5587,19
biochar_5594,25
biochar_5595,14
biochar_5597,9
biochar_5598,28
biochar_56,121
biochar_5600,16
biochar_5603,13
biochar_5605,20
biochar_5606,11
biochar_5609,9
biochar_561,67
biochar_5612,17
biochar_5613,12
biochar_5614,16
biochar_5615,14
biochar_5616,23
biochar_5617,28
biochar_5619,13
biochar_562,74
biochar_5620,20
biochar_5622,20
biochar_5623,15
biochar_5629,10
biochar_563,74
biochar_5631,15
biochar_5632,21
biochar_5637,26
biochar_5639,21
biochar_564,62
biochar_5640,15
biochar_5644,22
biochar_5648,23
biochar_5649,17
biochar_565,88
biochar_5651,22
biochar_5653,29
biochar_5654,22
biochar_5656,21
biochar_5669,11
biochar_567,71
biochar_5670,12
biochar_5673,25
biochar_5674,16
biochar_5679,12
biochar_568,75
biochar_5681,16
biochar_5683,17
biochar_5685,23
biochar_5687,7
biochar_5689,20
biochar_569,61
biochar_5690,16
biochar_5696,14
biochar_5698,18
biochar_5699,17
biochar_570,62
biochar_5702,8
biochar_5703,13
biochar_5704,16
biochar_5705,16
biochar_5706,19
biochar_571,74
biochar_5715,19
biochar_5717,9
biochar_572,69
biochar_5722,12
biochar_5724,8
biochar_5726,16
biochar_5727,14
biochar_5728,10
biochar_5729,17
biochar_5731,7
biochar_5732,22
biochar_5734,16
biochar_5737,11
biochar_5741,10
biochar_5744,18
biochar_5746,14
biochar_5747,14
biochar_575,71
biochar_5750,14
biochar_5751,12
biochar_5755,14
biochar_5759,15
biochar_576,78
biochar_5760,18
biochar_5763,17
biochar_5764,15
biochar_5767,19
biochar_5770,8
biochar_5774,13
biochar_5776,23
biochar_578,85
biochar_5782,12
biochar_5784,23
biochar_5786,16
biochar_5787,13
biochar_5788,10
biochar_579,64
biochar_5790,15
biochar_5792,26
biochar_5794,6
biochar_5797,23
biochar_5798,16
biochar_58,83
biochar_580,77
biochar_5805,12
biochar_581,59
biochar_5819,11
biochar_582,86
biochar_5820,18
biochar_5822,21
biochar_5826,16
biochar_5829,26
biochar_583,75
biochar_5832,9
biochar_5833,21
biochar_5838,17
biochar_5839,10
biochar_584,68
biochar_5843,21
biochar_5844,12
biochar_5848,12
biochar_5849,16
biochar_5851,14
biochar_5855,14
biochar_5856,21
biochar_586,84
biochar_5860,12
biochar_5863,16
biochar_5864,15
biochar_5865,13
biochar_5866,17
biochar_5867,11
biochar_587,74
biochar_5871,12
biochar_5875,26
biochar_5879,10
biochar_5882,25
biochar_5883,12
biochar_5885,25
biochar_589,67
biochar_5890,20
biochar_5892,15
biochar_5894,17
biochar_5899,16
biochar_59,103
biochar_590,67
biochar_5902,14
biochar_5905,12
biochar_5906,23
biochar_5907,11
biochar_5909,13
biochar_5915,15
biochar_5916,11
biochar_5919,13
biochar_5923,21
biochar_5926,14
biochar_593,78
biochar_5931,18
biochar_5932,16
biochar_5935,15
biochar_5936,19
biochar_5937,8
biochar_5938,13
biochar_5939,13
biochar_594,67
biochar_5941,21
biochar_5942,28
biochar_5944,14
biochar_5947,14
biochar_5949,14
biochar_595,57
biochar_5950,19
biochar_5951,13
biochar_5953,15
biochar_5957,8
biochar_5958,12
biochar_5959,10
biochar_596,79
biochar_5960,22
biochar_5961,21
biochar_5962,15
biochar_5963,13
biochar_5964,19
biochar_597,75
biochar_5970,17
biochar_5971,11
biochar_5981,15
biochar_5986,16
biochar_5987,21
biochar_599,61
biochar_5992,10
biochar_5996,7
biochar_5997,20
biochar_5998,14
biochar_6,164
biochar_600,81
biochar_6006,11
biochar_6007,11
biochar_6009,20
biochar_601,61
biochar_6010,16
biochar_6011,14
biochar_6012,17
biochar_6014,15
biochar_6016,19
biochar_6017,15
biochar_602,63
biochar_6022,16
biochar_6023,16
biochar_6025,12
biochar_6031,14
biochar_6032,25
biochar_6034,12
biochar_6045,16
biochar_6048,13
biochar_6051,24
biochar_6054,21
biochar_6056,32
biochar_606,65
biochar_6061,14
biochar_6062,23
biochar_6064,8
biochar_6069,12
biochar_607,74
biochar_6070,16
biochar_6072,13
biochar_6074,11
biochar_6076,9
biochar_6077,20
biochar_608,76
biochar_6083,7
biochar_6084,12
biochar_6089,12
biochar_609,71
biochar_6091,10
biochar_6093,20
biochar_6094,17
biochar_6099,14
biochar_610,70
biochar_6100,16
biochar_6104,14
biochar_6105,12
biochar_6106,10
biochar_611,61
biochar_6110,22
biochar_6112,12
biochar_6114,10
biochar_6116,19
biochar_6117,17
biochar_6119,10
biochar_612,72
biochar_6120,6
biochar_6126,30
biochar_6131,13
biochar_6133,27
biochar_6137,20
biochar_6142,16
biochar_6144,16
biochar_6150,18
biochar_6151,13
biochar_616,67
biochar_6161,22
biochar_6163,13
biochar_6166,20
biochar_6167,12
biochar_6170,13
biochar_6172,20
biochar_6175,19
biochar_6178,10
biochar_6180,13
biochar_6181,16
biochar_619,78
biochar_62,91
biochar_621,55
biochar_622,85
biochar_623,53
biochar_624,59
biochar_625,77
biochar_627,69
biochar_628,74
biochar_629,78
biochar_63,108
biochar_630,71
biochar_634,69
biochar_635,52
biochar_638,57
biochar_64,82
biochar_645,72
biochar_646,65
biochar_647,58
biochar_649,66
biochar_65,111
biochar_650,62
biochar_651,70
biochar_652,58
biochar_657,59
biochar_658,73
biochar_659,73
biochar_66,98
biochar_660,61
biochar_661,65
biochar_662,71
biochar_663,55
biochar_664,81
biochar_669,78
biochar_67,117
biochar_670,55
biochar_671,60
biochar_672,60
biochar_675,71
biochar_676,48
biochar_677,67
biochar_678,48
biochar_679,68
biochar_68,86
biochar_680,83
biochar_684,61
biochar_685,61
biochar_687,57
biochar_688,64
biochar_69,111
biochar_690,52
biochar_691,57
biochar_692,47
biochar_696,65
biochar_697,52
biochar_70,83
biochar_701,75
biochar_703,74
biochar_706,63
biochar_707,61
biochar_708,59
biochar_709,68
biochar_71,90
biochar_711,62
biochar_713,66
biochar_714,59
biochar_716,54
biochar_717,52
biochar_721,55
biochar_722,54
biochar_723,74
biochar_724,72
biochar_725,57
biochar_726,58
biochar_727,72
biochar_728,58
biochar_731,53
biochar_733,66
biochar_734,75
biochar_736,71
biochar_737,61
biochar_744,58
biochar_745,70
biochar_746,53
biochar_749,64
biochar_750,78
biochar_754,64
biochar_756,56
biochar_758,81
biochar_759,52
biochar_760,70
biochar_761,64
biochar_763,65
biochar_764,57
biochar_766,66
biochar_767,50
biochar_768,69
biochar_769,70
biochar_77,106
biochar_770,69
biochar_771,74
biochar_773,61
biochar_775,57
biochar_776,80
biochar_777,55
biochar_778,59
biochar_782,66
biochar_783,71
biochar_784,64
biochar_785,52
biochar_787,62
biochar_789,60
biochar_791,63
biochar_792,75
biochar_793,55
biochar_795,63
biochar_796,57
biochar_797,63
biochar_798,73
biochar_8,171
biochar_80,107
biochar_800,50
biochar_803,48
biochar_804,69
biochar_805,60
biochar_807,65
biochar_809,51
biochar_81,97
biochar_812,62
biochar_814,58
biochar_815,61
biochar_816,73
biochar_817,59
biochar_82,82
biochar_820,70
biochar_821,69
biochar_823,55
biochar_824,64
biochar_826,50
biochar_827,72
biochar_828,44
biochar_830,62
biochar_832,63
biochar_833,52
biochar_835,62
biochar_836,53
biochar_837,71
biochar_838,66
biochar_840,57
biochar_844,58
biochar_846,62
biochar_847,51
biochar_848,59
biochar_849,53
biochar_850,67
biochar_853,61
biochar_855,95
biochar_858,69
biochar_860,62
biochar_861,57
biochar_862,65
biochar_865,68
biochar_866,65
biochar_868,63
biochar_87,107
biochar_870,71
biochar_871,56
biochar_872,59
biochar_873,59
biochar_874,59
biochar_876,60
biochar_877,68
biochar_878,57
biochar_879,62
biochar_88,106
biochar_880,83
biochar_881,56
biochar_882,65
biochar_884,71
biochar_886,60
biochar_887,59
biochar_888,69
biochar_890,59
biochar_892,57
biochar_893,66
biochar_896,51
biochar_897,56
biochar_9,175
biochar_90,95
biochar_900,66
biochar_901,53
biochar_904,58
biochar_909,65
biochar_91,104
biochar_910,60
biochar_912,63
biochar_913,64
biochar_915,64
biochar_918,73
biochar_919,52
biochar_92,98
biochar_920,57
biochar_921,63
biochar_924,58
biochar_926,80
biochar_929,63
biochar_931,54
biochar_932,61
biochar_933,54
biochar_935,58
biochar_936,64
biochar_937,59
biochar_94,90
biochar_940,64
biochar_943,48
biochar_95,92
biochar_953,52
biochar_954,63
biochar_957,54
biochar_96,123
biochar_964,67
biochar_965,48
biochar_967,55
biochar_968,51
biochar_969,65
biochar_97,87
biochar_971,56
biochar_973,47
biochar_974,74
biochar_976,66
biochar_98,107
biochar_981,44
biochar_984,50
biochar_988,41
biochar_99,84
biochar_991,55
biochar_994,68
biochar_995,52
biochar_996,64
biochar_999,44
uncultured crAssphage,80
uncultured phage WW-nAnB,8
