,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
164,Burkholderia~phage~BcepB1A,Caudovirales,Myoviridae,Unassigned,173_0,Clustered,2,VC_173_0,2,0.0603,0.95252599,0.0574,1,2,2,1.0
165,Burkholderia~phage~JG068,Caudovirales,Podoviridae,Unassigned,209_0,Clustered,10,VC_209_0,10,0.5958,1.0,0.5958,2,2,2,1.0
166,Burkholderia~phage~KL1,Caudovirales,Siphoviridae,Septima3virus,56_0,Clustered,6,VC_56_0,6,0.3955,1.0,0.3955,2,1,1,1.0
167,Burkholderia~phage~KL3,Caudovirales,Myoviridae,Unassigned,72_0,Clustered,29,VC_72_0,29,0.8485,1.0,0.8485,2,1,1,1.0
168,Burkholderia~phage~KS14,Caudovirales,Myoviridae,Unassigned,72_0,Clustered,29,VC_72_0,29,0.8485,1.0,0.8485,2,1,1,1.0
169,Burkholderia~phage~KS5,Caudovirales,Myoviridae,Unassigned,72_0,Clustered,29,VC_72_0,29,0.8485,1.0,0.8485,2,1,1,1.0
170,Burkholderia~phage~ST79,Caudovirales,Myoviridae,Unassigned,72_0,Clustered,29,VC_72_0,29,0.8485,1.0,0.8485,2,1,1,1.0
171,Burkholderia~virus~Bcep1,Caudovirales,Myoviridae,Bcep78virus,472_0,Clustered,4,VC_472_0,4,0.7298,0.99976889,0.7296,1,1,1,1.0
172,Burkholderia~virus~Bcep22,Caudovirales,Podoviridae,Bcep22virus,252_0,Clustered,4,VC_252_0,4,0.765,0.99994632,0.765,1,1,1,1.0
173,Burkholderia~virus~Bcep43,Caudovirales,Myoviridae,Bcep78virus,472_0,Clustered,4,VC_472_0,4,0.7298,0.99976889,0.7296,1,1,1,1.0
174,Burkholderia~virus~Bcep781,Caudovirales,Myoviridae,Bcep78virus,472_0,Clustered,4,VC_472_0,4,0.7298,0.99976889,0.7296,1,1,1,1.0
175,Burkholderia~virus~BcepMu,Caudovirales,Myoviridae,Bcepmuvirus,134_0,Clustered,2,VC_134_0,2,0.3461,0.93376822,0.3232,1,1,1,1.0
176,Burkholderia~virus~BcepNY3,Caudovirales,Myoviridae,Bcep78virus,472_0,Clustered,4,VC_472_0,4,0.7298,0.99976889,0.7296,1,1,1,1.0
177,Burkholderia~virus~Bcepil02,Caudovirales,Podoviridae,Bcep22virus,252_0,Clustered,4,VC_252_0,4,0.765,0.99994632,0.765,1,1,1,1.0
178,Burkholderia~virus~Bcepmigl,Caudovirales,Podoviridae,Bcep22virus,252_0,Clustered,4,VC_252_0,4,0.765,0.99994632,0.765,1,1,1,1.0
179,Burkholderia~virus~DC1,Caudovirales,Podoviridae,Bcep22virus,252_0,Clustered,4,VC_252_0,4,0.765,0.99994632,0.765,1,1,1,1.0
180,Burkholderia~virus~phi1026b,Caudovirales,Siphoviridae,E125virus,82_0,Clustered,3,VC_82_0,3,0.3388,0.99826334,0.3382,1,1,1,1.0
181,Burkholderia~virus~phi52237,Caudovirales,Myoviridae,P2virus,72_0,Clustered,29,VC_72_0,29,0.8485,1.0,0.8485,2,1,1,1.0
182,Burkholderia~virus~phi6442,Caudovirales,Siphoviridae,E125virus,82_0,Clustered,3,VC_82_0,3,0.3388,0.99826334,0.3382,1,1,1,1.0
183,Burkholderia~virus~phiE122,Caudovirales,Myoviridae,P2virus,72_0,Clustered,29,VC_72_0,29,0.8485,1.0,0.8485,2,1,1,1.0
184,Burkholderia~virus~phiE125,Caudovirales,Siphoviridae,E125virus,82_0,Clustered,3,VC_82_0,3,0.3388,0.99826334,0.3382,1,1,1,1.0
185,Burkholderia~virus~phiE202,Caudovirales,Myoviridae,P2virus,72_0,Clustered,29,VC_72_0,29,0.8485,1.0,0.8485,2,1,1,1.0
186,Burkholderia~virus~phiE255,Caudovirales,Myoviridae,Bcepmuvirus,134_0,Clustered,2,VC_134_0,2,0.3461,0.93376822,0.3232,1,1,1,1.0
187,Campylobacter~phage~CP30A,Caudovirales,Myoviridae,Cp8virus,274_0,Clustered,4,VC_274_0,4,0.7983,0.99996041,0.7982,2,2,2,1.0
188,Campylobacter~phage~PC14,Unassigned,Unassigned,Unassigned,274_0,Clustered,4,VC_274_0,4,0.7983,0.99996041,0.7982,2,2,2,1.0
189,Campylobacter~virus~CP21,Caudovirales,Myoviridae,Cp220virus,58_0,Clustered,3,VC_58_0,3,0.6574,0.99817594,0.6562,1,1,1,1.0
190,Campylobacter~virus~CP220,Caudovirales,Myoviridae,Cp220virus,58_0,Clustered,3,VC_58_0,3,0.6574,0.99817594,0.6562,1,1,1,1.0
191,Campylobacter~virus~CPX,Caudovirales,Myoviridae,Cp8virus,274_0,Clustered,4,VC_274_0,4,0.7983,0.99996041,0.7982,2,2,2,1.0
192,Campylobacter~virus~CPt10,Caudovirales,Myoviridae,Cp220virus,58_0,Clustered,3,VC_58_0,3,0.6574,0.99817594,0.6562,1,1,1,1.0
193,Campylobacter~virus~NCTC12673,Caudovirales,Myoviridae,Cp8virus,274_0,Clustered,4,VC_274_0,4,0.7983,0.99996041,0.7982,2,2,2,1.0
194,Caulobacter~phage~Percy,Unassigned,Unassigned,Unassigned,209_0,Clustered,10,VC_209_0,10,0.5958,1.0,0.5958,2,2,2,1.0
195,Caulobacter~virus~Karma,Caudovirales,Siphoviridae,Phicbkvirus,394_0,Clustered,4,VC_394_0,4,0.4851,0.99216025,0.4813,1,1,1,1.0
196,Caulobacter~virus~Magneto,Caudovirales,Siphoviridae,Phicbkvirus,394_0,Clustered,4,VC_394_0,4,0.4851,0.99216025,0.4813,1,1,1,1.0
197,Caulobacter~virus~Swift,Caudovirales,Siphoviridae,Phicbkvirus,394_0,Clustered,4,VC_394_0,4,0.4851,0.99216025,0.4813,1,1,1,1.0
198,Caulobacter~virus~phiCbK,Caudovirales,Siphoviridae,Phicbkvirus,394_0,Clustered,4,VC_394_0,4,0.4851,0.99216025,0.4813,1,1,1,1.0
199,Celeribacter~phage~P12053L,Caudovirales,Unassigned,Unassigned,213_0,Clustered,6,VC_213_0,6,0.291,0.99999441,0.291,1,2,2,1.0
200,Cellulophaga~phage~phi10:1,Caudovirales,Siphoviridae,Unassigned,323_1,Clustered,2,VC_323_1,2,0.3817,0.94166128,0.3594,1,1,1,1.0
201,Cellulophaga~phage~phi12:1,Caudovirales,Siphoviridae,Cba181virus,534_0,Clustered,3,VC_534_0,3,0.8485,0.99216275,0.8419,1,1,1,1.0
202,Cellulophaga~phage~phi12:2,Unassigned,Microviridae,Unassigned,738_0,Clustered,2,VC_738_0,2,1.0,1.0,1.0,1,1,1,1.0
203,Cellulophaga~phage~phi12a:1,Unassigned,Microviridae,Unassigned,738_0,Clustered,2,VC_738_0,2,1.0,1.0,1.0,1,1,1,1.0
204,Cellulophaga~phage~phi13:2,Caudovirales,Podoviridae,Unassigned,419_0,Clustered,4,VC_419_0,4,0.9015,0.99983781,0.9014,1,1,1,1.0
205,Cellulophaga~phage~phi17:1,Caudovirales,Siphoviridae,Cba181virus,534_0,Clustered,3,VC_534_0,3,0.8485,0.99216275,0.8419,1,1,1,1.0
206,Cellulophaga~phage~phi17:2,Caudovirales,Podoviridae,Cba41virus,478_0,Clustered,2,VC_478_0,2,0.8842,0.9262493,0.819,1,1,1,1.0
207,Cellulophaga~phage~phi18:1,Caudovirales,Siphoviridae,Cba181virus,534_0,Clustered,3,VC_534_0,3,0.8485,0.99216275,0.8419,1,1,1,1.0
208,Cellulophaga~phage~phi18:3,Caudovirales,Podoviridae,Unassigned,419_0,Clustered,4,VC_419_0,4,0.9015,0.99983781,0.9014,1,1,1,1.0
209,Cellulophaga~phage~phi19:1,Caudovirales,Siphoviridae,Unassigned,323_1,Clustered,2,VC_323_1,2,0.3817,0.94166128,0.3594,1,1,1,1.0
210,Cellulophaga~phage~phi19:3,Caudovirales,Podoviridae,Unassigned,419_0,Clustered,4,VC_419_0,4,0.9015,0.99983781,0.9014,1,1,1,1.0
211,Cellulophaga~phage~phi39:1,Caudovirales,Siphoviridae,Unassigned,537_0,Clustered,2,VC_537_0,2,0.4387,0.90478487,0.3969,1,2,2,1.0
212,Cellulophaga~phage~phi46:1,Caudovirales,Siphoviridae,Unassigned,538_0,Clustered,3,VC_538_0,3,0.1685,0.91237788,0.1537,1,2,2,1.0
213,Cellulophaga~phage~phi46:3,Caudovirales,Podoviridae,Unassigned,419_0,Clustered,4,VC_419_0,4,0.9015,0.99983781,0.9014,1,1,1,1.0
214,Cellulophaga~phage~phi4:1,Caudovirales,Podoviridae,Cba41virus,478_0,Clustered,2,VC_478_0,2,0.8842,0.9262493,0.819,1,1,1,1.0
215,Cellulophaga~phage~phiSM,Caudovirales,Myoviridae,Unassigned,222_0,Clustered,11,VC_222_0,11,0.778,1.0,0.778,1,2,2,0.9636
216,Chimpanzee~faeces~associated~microphage~1,Unassigned,Unassigned,Unassigned,334_0,Clustered,2,VC_334_0,2,0.3046,0.92347906,0.2813,1,1,1,1.0
217,Chimpanzee~faeces~associated~microphage~3,Unassigned,Unassigned,Unassigned,334_0,Clustered,2,VC_334_0,2,0.3046,0.92347906,0.2813,1,1,1,1.0
218,Chlamydia~phage~2,Unassigned,Microviridae,Chlamydiamicrovirus,335_0,Clustered,11,VC_335_0,11,0.8281,1.0,0.8281,3,1,1,1.0
219,Chlamydia~phage~4,Unassigned,Microviridae,Unassigned,335_0,Clustered,11,VC_335_0,11,0.8281,1.0,0.8281,3,1,1,1.0
220,Chlamydia~virus~CPAR39,Unassigned,Microviridae,Chlamydiamicrovirus,335_0,Clustered,11,VC_335_0,11,0.8281,1.0,0.8281,3,1,1,1.0
221,Citrobacter~phage~CR44b,Caudovirales,Podoviridae,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
222,Citrobacter~phage~CR8,Caudovirales,Podoviridae,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
223,Citrobacter~phage~CVT22,Caudovirales,Podoviridae,Unassigned,136_0,Clustered,5,VC_136_0,5,0.4809,0.99999993,0.4809,1,2,2,1.0
224,Citrobacter~phage~IME-CF2,Caudovirales,Myoviridae,Unassigned,6_1,Clustered,8,VC_6_1,8,0.2041,1.0,0.2041,1,2,2,1.0
225,Citrobacter~phage~Margaery,Unassigned,Unassigned,Unassigned,6_1,Clustered,8,VC_6_1,8,0.2041,1.0,0.2041,1,2,2,1.0
226,Citrobacter~phage~Merlin,Caudovirales,Myoviridae,Moonvirus,7_8,Clustered,2,VC_7_8,2,0.009,0.9398651,0.0085,1,1,1,1.0
227,Citrobacter~phage~Michonne,Unassigned,Unassigned,Unassigned,139_0,Clustered,16,VC_139_0,16,0.8786,1.0,0.8786,4,2,2,1.0
228,Citrobacter~phage~Miller,Caudovirales,Myoviridae,Unassigned,6_1,Clustered,8,VC_6_1,8,0.2041,1.0,0.2041,1,2,2,1.0
229,Citrobacter~phage~Moogle,Caudovirales,Myoviridae,Mooglevirus,139_0,Clustered,16,VC_139_0,16,0.8786,1.0,0.8786,4,2,2,1.0
230,Citrobacter~phage~Moon,Caudovirales,Myoviridae,Moonvirus,7_8,Clustered,2,VC_7_8,2,0.009,0.9398651,0.0085,1,1,1,1.0
231,Citrobacter~phage~SH1,Unassigned,Unassigned,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
232,Citrobacter~phage~SH2,Unassigned,Unassigned,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
233,Citrobacter~phage~SH3,Unassigned,Unassigned,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
234,Citrobacter~phage~SH4,Unassigned,Unassigned,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
235,Citrobacter~phage~phiCFP-1,Caudovirales,Podoviridae,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
236,Citrobacter~phage~vB_CfrM_CfP1,Unassigned,Unassigned,Unassigned,6_1,Clustered,8,VC_6_1,8,0.2041,1.0,0.2041,1,2,2,1.0
237,Citrobacter~virus~Stevie,Caudovirales,Siphoviridae,Tlsvirus,164_0,Clustered,25,VC_164_0,25,0.9723,1.0,0.9723,6,2,2,0.9633
238,Clavibacter~phage~CMP1,Caudovirales,Siphoviridae,Unassigned,576_0,Clustered,3,VC_576_0,3,0.7947,0.97408504,0.7741,1,1,1,1.0
239,Clavibacter~phage~CN1A,Caudovirales,Siphoviridae,Unassigned,576_0,Clustered,3,VC_576_0,3,0.7947,0.97408504,0.7741,1,1,1,1.0
240,Clostridium~phage~CDMH1,Caudovirales,Myoviridae,Unassigned,163_0,Clustered,4,VC_163_0,4,0.3358,0.99998001,0.3357,2,1,1,1.0
241,Clostridium~phage~PhiS63,Caudovirales,Siphoviridae,Unassigned,320_0,Clustered,3,VC_320_0,3,0.3102,0.99679588,0.3092,1,1,1,1.0
242,Clostridium~phage~phi3626,Caudovirales,Siphoviridae,Unassigned,320_0,Clustered,3,VC_320_0,3,0.3102,0.99679588,0.3092,1,1,1,1.0
243,Clostridium~phage~phiCD111,Caudovirales,Siphoviridae,Unassigned,312_0,Clustered,3,VC_312_0,3,0.5365,0.99756875,0.5352,1,1,1,1.0
244,Clostridium~phage~phiCD146,Caudovirales,Siphoviridae,Unassigned,312_0,Clustered,3,VC_312_0,3,0.5365,0.99756875,0.5352,1,1,1,1.0
245,Clostridium~phage~phiCD38-2,Caudovirales,Siphoviridae,Unassigned,312_0,Clustered,3,VC_312_0,3,0.5365,0.99756875,0.5352,1,1,1,1.0
246,Clostridium~phage~phiCD481-1,Caudovirales,Myoviridae,Unassigned,198_0,Clustered,5,VC_198_0,5,0.556,0.99999986,0.556,1,1,1,1.0
247,Clostridium~phage~phiCD505,Caudovirales,Myoviridae,Unassigned,163_2,Clustered,3,VC_163_2,3,0.2382,0.99797937,0.2377,2,1,1,1.0
248,Clostridium~phage~phiCD506,Caudovirales,Myoviridae,Unassigned,198_0,Clustered,5,VC_198_0,5,0.556,0.99999986,0.556,1,1,1,1.0
249,Clostridium~phage~phiCDHM11,Caudovirales,Myoviridae,Unassigned,198_0,Clustered,5,VC_198_0,5,0.556,0.99999986,0.556,1,1,1,1.0
250,Clostridium~phage~phiCDHM13,Caudovirales,Myoviridae,Unassigned,198_0,Clustered,5,VC_198_0,5,0.556,0.99999986,0.556,1,1,1,1.0
251,Clostridium~phage~phiCDHM19,Caudovirales,Myoviridae,Unassigned,163_1,Clustered,2,VC_163_1,2,0.1118,0.95013018,0.1063,2,1,1,1.0
252,Clostridium~phage~phiCP13O,Caudovirales,Siphoviridae,Unassigned,621_0,Clustered,4,VC_621_0,4,1.0,1.0,1.0,1,1,1,1.0
253,Clostridium~phage~phiCP26F,Caudovirales,Siphoviridae,Unassigned,621_0,Clustered,4,VC_621_0,4,1.0,1.0,1.0,1,1,1,1.0
254,Clostridium~phage~phiCP34O,Caudovirales,Siphoviridae,Unassigned,621_0,Clustered,4,VC_621_0,4,1.0,1.0,1.0,1,1,1,1.0
255,Clostridium~phage~phiCP39-O,Caudovirales,Siphoviridae,Unassigned,621_0,Clustered,4,VC_621_0,4,1.0,1.0,1.0,1,1,1,1.0
256,Clostridium~phage~phiCP7R,Caudovirales,Podoviridae,Unassigned,577_0,Clustered,3,VC_577_0,3,0.7952,0.98155579,0.7805,1,1,1,1.0
257,Clostridium~phage~phiCPV4,Caudovirales,Podoviridae,Unassigned,577_0,Clustered,3,VC_577_0,3,0.7952,0.98155579,0.7805,1,1,1,1.0
258,Clostridium~phage~phiCT19406A,Unassigned,Unassigned,Unassigned,90_0,Clustered,2,VC_90_0,2,0.4327,0.9410422,0.4072,1,1,1,1.0
259,Clostridium~phage~phiCT19406B,Unassigned,Unassigned,Unassigned,212_0,Clustered,3,VC_212_0,3,0.4355,0.99791676,0.4346,1,1,1,1.0
260,Clostridium~phage~phiCT453B,Unassigned,Unassigned,Unassigned,212_0,Clustered,3,VC_212_0,3,0.4355,0.99791676,0.4346,1,1,1,1.0
261,Clostridium~phage~phiCTC2A,Unassigned,Unassigned,Unassigned,90_0,Clustered,2,VC_90_0,2,0.4327,0.9410422,0.4072,1,1,1,1.0
262,Clostridium~phage~phiCTC2B,Unassigned,Unassigned,Unassigned,212_0,Clustered,3,VC_212_0,3,0.4355,0.99791676,0.4346,1,1,1,1.0
263,Clostridium~phage~phiCTP1,Caudovirales,Siphoviridae,Unassigned,174_0,Clustered,3,VC_174_0,3,0.2999,0.99763615,0.2992,1,2,2,1.0
264,Clostridium~phage~phiMMP01,Caudovirales,Myoviridae,Unassigned,163_0,Clustered,4,VC_163_0,4,0.3358,0.99998001,0.3357,2,1,1,1.0
265,Clostridium~phage~phiMMP02,Caudovirales,Myoviridae,Unassigned,163_2,Clustered,3,VC_163_2,3,0.2382,0.99797937,0.2377,2,1,1,1.0
266,Clostridium~phage~phiMMP03,Caudovirales,Myoviridae,Unassigned,163_0,Clustered,4,VC_163_0,4,0.3358,0.99998001,0.3357,2,1,1,1.0
267,Clostridium~phage~phiMMP04,Caudovirales,Myoviridae,Unassigned,198_0,Clustered,5,VC_198_0,5,0.556,0.99999986,0.556,1,1,1,1.0
268,Clostridium~phage~phiSM101,Caudovirales,Siphoviridae,Unassigned,320_0,Clustered,3,VC_320_0,3,0.3102,0.99679588,0.3092,1,1,1,1.0
269,Clostridium~phage~phiZP2,Caudovirales,Podoviridae,Unassigned,577_0,Clustered,3,VC_577_0,3,0.7952,0.98155579,0.7805,1,1,1,1.0
270,Clostridium~virus~phiC2,Caudovirales,Myoviridae,Cd119virus,163_0,Clustered,4,VC_163_0,4,0.3358,0.99998001,0.3357,2,1,1,1.0
271,Clostridium~virus~phiCD119,Caudovirales,Myoviridae,Cd119virus,163_1,Clustered,2,VC_163_1,2,0.1118,0.95013018,0.1063,2,1,1,1.0
272,Clostridium~virus~phiCD27,Caudovirales,Myoviridae,Cd119virus,163_2,Clustered,3,VC_163_2,3,0.2382,0.99797937,0.2377,2,1,1,1.0
273,Cronobacter~phage~CR3,Caudovirales,Myoviridae,Cr3virus,24_0,Clustered,4,VC_24_0,4,0.2548,0.99994876,0.2548,1,1,1,1.0
274,Cronobacter~phage~CR5,Caudovirales,Myoviridae,Unassigned,257_0,Clustered,3,VC_257_0,3,0.108,0.99755289,0.1077,1,2,2,1.0
275,Cronobacter~phage~CR8,Caudovirales,Myoviridae,Cr3virus,24_0,Clustered,4,VC_24_0,4,0.2548,0.99994876,0.2548,1,1,1,1.0
276,Cronobacter~phage~CR9,Caudovirales,Myoviridae,Cr3virus,24_0,Clustered,4,VC_24_0,4,0.2548,0.99994876,0.2548,1,1,1,1.0
277,Cronobacter~phage~Dev-CD-23823,Caudovirales,Podoviridae,Unassigned,110_0,Clustered,5,VC_110_0,5,0.5686,0.99999993,0.5686,1,1,1,1.0
278,Cronobacter~phage~Dev2,Caudovirales,Podoviridae,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
279,Cronobacter~phage~PBES~02,Caudovirales,Myoviridae,Cr3virus,24_0,Clustered,4,VC_24_0,4,0.2548,0.99994876,0.2548,1,1,1,1.0
280,Cronobacter~phage~vB_CsaM_GAP161,Caudovirales,Myoviridae,Unassigned,6_1,Clustered,8,VC_6_1,8,0.2041,1.0,0.2041,1,2,2,1.0
281,Cronobacter~phage~vB_CsaM_GAP31,Caudovirales,Myoviridae,Se1virus,24_4,Clustered,2,VC_24_4,2,0.0569,0.93399393,0.0531,1,1,1,1.0
282,Cronobacter~phage~vB_CsaP_GAP52,Caudovirales,Podoviridae,Unassigned,114_0,Clustered,2,VC_114_0,2,0.1628,0.95280956,0.1551,1,1,1,1.0
283,Cronobacter~phage~vB_CskP_GAP227,Caudovirales,Podoviridae,Unassigned,110_0,Clustered,5,VC_110_0,5,0.5686,0.99999993,0.5686,1,1,1,1.0
284,Cronobacter~virus~ESP29491,Caudovirales,Siphoviridae,Unassigned,164_0,Clustered,25,VC_164_0,25,0.9723,1.0,0.9723,6,2,2,0.9633
285,Cyanophage~9515-10a,Caudovirales,Podoviridae,Unassigned,88_0,Clustered,18,VC_88_0,18,0.8091,1.0,0.8091,1,2,2,1.0
286,Cyanophage~KBS-P-1A,Unassigned,Unassigned,Unassigned,88_0,Clustered,18,VC_88_0,18,0.8091,1.0,0.8091,1,2,2,1.0
287,Cyanophage~MED4-117,Unassigned,Unassigned,Unassigned,671_0,Clustered,2,VC_671_0,2,0.7589,0.72985431,0.5539,1,2,2,1.0
288,Cyanophage~NATL1A-7,Caudovirales,Podoviridae,Unassigned,88_0,Clustered,18,VC_88_0,18,0.8091,1.0,0.8091,1,2,2,1.0
289,Cyanophage~NATL2A-133,Caudovirales,Podoviridae,Unassigned,88_0,Clustered,18,VC_88_0,18,0.8091,1.0,0.8091,1,2,2,1.0
290,Cyanophage~P-RSM1,Caudovirales,Myoviridae,Unassigned,29_29,Clustered,2,VC_29_29,2,0.0141,0.91822793,0.013,1,1,1,1.0
291,Cyanophage~P-SSP2,Unassigned,Unassigned,Unassigned,88_0,Clustered,18,VC_88_0,18,0.8091,1.0,0.8091,1,2,2,1.0
292,Cyanophage~PP,Caudovirales,Podoviridae,Unassigned,618_0,Clustered,2,VC_618_0,2,0.5694,0.86822376,0.4943,1,1,1,1.0
293,Cyanophage~PSS2,Caudovirales,Siphoviridae,Unassigned,505_0,Clustered,2,VC_505_0,2,0.7959,0.87921671,0.6997,1,1,1,1.0
294,Cyanophage~S-RIM50,Unassigned,Unassigned,Unassigned,29_3,Clustered,2,VC_29_3,2,0.0132,0.87565412,0.0116,1,2,2,1.0
295,Cyanophage~SS120-1,Unassigned,Unassigned,Unassigned,88_0,Clustered,18,VC_88_0,18,0.8091,1.0,0.8091,1,2,2,1.0
296,Deep-sea~thermophilic~phage~D6E,Unassigned,Unassigned,Unassigned,242_0,Clustered,2,VC_242_0,2,0.2832,0.94417533,0.2674,1,1,1,1.0
297,Dickeya~phage~RC-2014,Caudovirales,Ackermannviridae,Limestonevirus,109_1,Clustered,19,VC_109_1,19,0.7881,1.0,0.7881,5,1,1,0.7953
298,Dickeya~virus~Limestone,Caudovirales,Ackermannviridae,Limestonevirus,109_1,Clustered,19,VC_109_1,19,0.7881,1.0,0.7881,5,1,1,0.7953
299,Dinoroseobacter~phage~DFL12phi1,Caudovirales,Podoviridae,Dfl12virus,101_0,Clustered,4,VC_101_0,4,0.1811,0.99998252,0.1811,2,1,1,1.0
300,Edwardsiella~phage~KF-1,Caudovirales,Podoviridae,Kf1virus,578_0,Clustered,3,VC_578_0,3,0.8193,0.9859071,0.8077,2,2,2,1.0
301,Edwardsiella~phage~MSW-3,Caudovirales,Myoviridae,Msw3virus,210_0,Clustered,6,VC_210_0,6,0.6917,1.0,0.6917,2,1,1,1.0
302,Edwardsiella~phage~PEi21,Caudovirales,Myoviridae,Msw3virus,210_0,Clustered,6,VC_210_0,6,0.6917,1.0,0.6917,2,1,1,1.0
303,Enterobacter~phage~Arya,Unassigned,Unassigned,Unassigned,57_0,Clustered,4,VC_57_0,4,0.2599,0.99998403,0.2599,2,2,2,1.0
304,Enterobacter~phage~CC31,Caudovirales,Myoviridae,Cc31virus,7_6,Clustered,2,VC_7_6,2,0.0091,0.94076579,0.0086,1,1,1,1.0
305,Enterobacter~phage~E-2,Caudovirales,Podoviridae,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
306,Enterobacter~phage~E-3,Caudovirales,Podoviridae,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
307,Enterobacter~phage~Enc34,Caudovirales,Siphoviridae,Unassigned,168_0,Clustered,9,VC_168_0,9,0.6571,1.0,0.6571,2,2,2,1.0
308,Enterobacter~phage~PG7,Caudovirales,Myoviridae,Cc31virus,7_6,Clustered,2,VC_7_6,2,0.0091,0.94076579,0.0086,1,1,1,1.0
309,Enterobacter~phage~Tyrion,Unassigned,Unassigned,Unassigned,36_0,Clustered,40,VC_36_0,40,0.6832,1.0,0.6832,3,2,2,0.9859
310,Enterobacter~phage~phiEap-1,Caudovirales,Podoviridae,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
311,Enterobacter~phage~phiEap-2,Caudovirales,Podoviridae,Unassigned,144_0,Clustered,17,VC_144_0,17,0.7903,1.0,0.7903,4,3,2,1.0
312,Enterobacteria~phage~13a,Caudovirales,Podoviridae,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
313,Enterobacteria~phage~285P,Caudovirales,Podoviridae,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
314,Enterobacteria~phage~933W,Caudovirales,Podoviridae,Nona33virus,28_1,Clustered,13,VC_28_1,13,0.5611,1.0,0.5611,4,1,1,0.9103
315,Enterobacteria~phage~9g,Caudovirales,Siphoviridae,Nonagvirus,50_1,Clustered,4,VC_50_1,4,0.4323,0.9999785,0.4323,1,1,1,1.0
316,Enterobacteria~phage~BA14,Caudovirales,Podoviridae,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
317,Enterobacteria~phage~Bp7,Caudovirales,Myoviridae,Js98virus,7_1,Clustered,8,VC_7_1,8,0.063,1.0,0.063,2,2,2,1.0
318,Enterobacteria~phage~C-1~INW-2012,Unassigned,Leviviridae,Unassigned,476_0,Clustered,4,VC_476_0,4,0.6635,0.99999712,0.6635,1,1,1,1.0
319,Enterobacteria~phage~EcoDS1,Caudovirales,Podoviridae,Unassigned,30_0,Clustered,58,VC_30_0,58,0.9437,1.0,0.9437,3,2,2,1.0
320,Enterobacteria~phage~FI~sensu~lato,Unassigned,Leviviridae,Unassigned,617_0,Clustered,3,VC_617_0,3,0.8402,0.97657291,0.8205,2,1,1,1.0
321,Enterobacteria~phage~G4~sensu~lato,Unassigned,Microviridae,G4microvirus,444_0,Clustered,8,VC_444_0,8,0.9627,0.99999117,0.9627,4,1,1,1.0
322,Enterobacteria~phage~GEC-3S,Caudovirales,Myoviridae,Unassigned,8_0,Clustered,4,VC_8_0,4,0.0605,0.99998686,0.0605,2,1,1,1.0
323,Enterobacteria~phage~HK106,Caudovirales,Siphoviridae,Hk97virus,21_0,Clustered,14,VC_21_0,14,0.4212,1.0,0.4212,3,1,1,0.9121
324,Enterobacteria~phage~HK140,Caudovirales,Siphoviridae,Unassigned,21_0,Clustered,14,VC_21_0,14,0.4212,1.0,0.4212,3,1,1,0.9121
325,Enterobacteria~phage~HK225,Caudovirales,Siphoviridae,Unassigned,35_1,Clustered,5,VC_35_1,5,0.1892,0.99999967,0.1892,2,2,2,0.9
326,Enterobacteria~phage~HK446,Caudovirales,Siphoviridae,Hk97virus,21_0,Clustered,14,VC_21_0,14,0.4212,1.0,0.4212,3,1,1,0.9121
327,Enterobacteria~phage~HK542,Caudovirales,Siphoviridae,Hk97virus,21_0,Clustered,14,VC_21_0,14,0.4212,1.0,0.4212,3,1,1,0.9121
328,Enterobacteria~phage~HK544,Caudovirales,Siphoviridae,Hk97virus,21_0,Clustered,14,VC_21_0,14,0.4212,1.0,0.4212,3,1,1,0.9121
329,Enterobacteria~phage~HK629,Caudovirales,Siphoviridae,Lambdavirus,35_0,Clustered,3,VC_35_0,3,0.1013,0.99848227,0.1012,1,1,1,1.0
