contig_id,index,pos,proteins,origin,order,family,genus,pos_cluster,pos_clusters,membership,pos_cluster_mbship,predicted_genus,predicted_family,predicted_order
Bacillus~virus~250,180,180,54,RefSeq-85,Caudovirales,Siphoviridae,Cecivirus,80,,1.0,80.0,Cecivirus,Siphoviridae,Caudovirales
Bacillus~virus~AP50,181,181,31,RefSeq-85,,Tectiviridae,Betatectivirus,619,,1.0,619.0,Betatectivirus,Tectiviridae,Non affiliated
Bacillus~virus~Andromeda,182,182,79,RefSeq-85,Caudovirales,Siphoviridae,Andromedavirus,474,,1.0,474.0,Andromedavirus,Siphoviridae,Caudovirales
Bacillus~virus~B103,183,183,17,RefSeq-85,Caudovirales,Podoviridae,Phi29virus,363,,1.0,363.0,Phi29virus,Podoviridae,Caudovirales
Bacillus~virus~BMBtp2,184,184,53,RefSeq-85,Caudovirales,Siphoviridae,Tp21virus,311,,1.0,311.0,Tp21virus,Siphoviridae,Caudovirales
Bacillus~virus~Blastoid,185,185,79,RefSeq-85,Caudovirales,Siphoviridae,Andromedavirus,474,,1.0,474.0,Andromedavirus,Siphoviridae,Caudovirales
Bacillus~virus~Curly,186,186,77,RefSeq-85,Caudovirales,Siphoviridae,Andromedavirus,474,,1.0,474.0,Andromedavirus,Siphoviridae,Caudovirales
Bacillus~virus~Eoghan,187,187,75,RefSeq-85,Caudovirales,Siphoviridae,Andromedavirus,474,,1.0,474.0,Andromedavirus,Siphoviridae,Caudovirales
Bacillus~virus~Finn,188,188,77,RefSeq-85,Caudovirales,Siphoviridae,Andromedavirus,474,,1.0,474.0,Andromedavirus,Siphoviridae,Caudovirales
Bacillus~virus~G,189,189,675,RefSeq-85,Caudovirales,Myoviridae,,473,,1.0,473.0,Non affiliated,Myoviridae,Caudovirales
Bacillus~virus~GA1,190,190,35,RefSeq-85,Caudovirales,Podoviridae,Phi29virus,363,,1.0,363.0,Phi29virus,Podoviridae,Caudovirales
Bacillus~virus~Glittering,191,191,78,RefSeq-85,Caudovirales,Siphoviridae,Andromedavirus,474,,1.0,474.0,Andromedavirus,Siphoviridae,Caudovirales
Bacillus~virus~IEBH,192,192,86,RefSeq-85,Caudovirales,Siphoviridae,Cecivirus,80,,1.0,80.0,Cecivirus,Siphoviridae,Caudovirales
Bacillus~virus~Riggi,193,193,79,RefSeq-85,Caudovirales,Siphoviridae,Andromedavirus,474,,1.0,474.0,Andromedavirus,Siphoviridae,Caudovirales
Bacillus~virus~SPO1,194,194,206,RefSeq-85,Caudovirales,Myoviridae,Spo1virus,25,,1.0,25.0,Cp51virus,Myoviridae,Caudovirales
Bacillus~virus~Wbeta,195,195,53,RefSeq-85,Caudovirales,Siphoviridae,Wbetavirus,226,,1.0,226.0,Wbetavirus,Siphoviridae,Caudovirales
Bacillus~virus~phi29,196,196,27,RefSeq-85,Caudovirales,Podoviridae,Phi29virus,363,,1.0,363.0,Phi29virus,Podoviridae,Caudovirales
Bacteriophage~APSE-2,197,197,41,RefSeq-85,Caudovirales,Podoviridae,,181,,1.0,181.0,Non affiliated,Podoviridae,Caudovirales
Bacteriophage~Lily,198,198,74,RefSeq-85,Caudovirales,Siphoviridae,,368,,1.0,368.0,Non affiliated,Myoviridae,Caudovirales
Bacteroides~phage~B124-14,199,199,68,RefSeq-85,Caudovirales,Siphoviridae,,125,,1.0,125.0,Non affiliated,Siphoviridae,Caudovirales
Bacteroides~phage~B40-8,200,200,46,RefSeq-85,Caudovirales,Siphoviridae,,125,,1.0,125.0,Non affiliated,Siphoviridae,Caudovirales
Bdellovibrio~phage~phi1402,201,201,42,RefSeq-85,Caudovirales,Myoviridae,,575,,1.0,575.0,Non affiliated,Myoviridae,Caudovirales
Bdellovibrio~phage~phi1422,202,202,76,RefSeq-85,Caudovirales,Myoviridae,,393,,1.0,393.0,Non affiliated,Myoviridae,Caudovirales
Bdellovibrio~phage~phiMH2K,203,203,11,RefSeq-85,,Microviridae,Bdellomicrovirus,335,,1.0,335.0,Chlamydiamicrovirus,Microviridae,Non affiliated
Bordetella~virus~BPP1,204,204,49,RefSeq-85,Caudovirales,Podoviridae,Bpp1virus,36,,1.0,36.0,Epsilon15virus,Podoviridae,Caudovirales
Brevibacillus~phage~Abouo,205,205,94,RefSeq-85,Caudovirales,Myoviridae,Abouovirus,272,,1.0,272.0,Abouovirus,Myoviridae,Caudovirales
Brevibacillus~phage~Davies,206,206,94,RefSeq-85,Caudovirales,Myoviridae,Abouovirus,272,,1.0,272.0,Abouovirus,Myoviridae,Caudovirales
Brevibacillus~phage~Jenst,207,207,178,RefSeq-85,Caudovirales,Siphoviridae,Jenstvirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Brevibacillus~phage~Jimmer1,208,208,103,RefSeq-85,Caudovirales,Myoviridae,Jimmervirus,272,,1.0,272.0,Abouovirus,Myoviridae,Caudovirales
Brevibacillus~phage~Osiris,209,209,103,RefSeq-85,Caudovirales,Myoviridae,Jimmervirus,272,,1.0,272.0,Abouovirus,Myoviridae,Caudovirales
Brevibacillus~phage~Sundance,210,210,194,RefSeq-85,Caudovirales,Siphoviridae,,124,,1.0,124.0,Spbetavirus,Siphoviridae,Caudovirales
Brochothrix~phage~A9,211,211,199,RefSeq-85,Caudovirales,Myoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Brochothrix~phage~BL3,212,212,67,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Brochothrix~phage~NF5,213,213,58,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Brucella~phage~BiPBO1,214,214,86,,,,,443,,1.0,443.0,Non affiliated,Siphoviridae,Caudovirales
Brucella~phage~Pr,215,215,57,RefSeq-85,Caudovirales,Podoviridae,Prtbvirus,194,,1.0,194.0,Prtbvirus,Podoviridae,Caudovirales
Brucella~phage~Tb,216,216,58,RefSeq-85,Caudovirales,Podoviridae,Prtbvirus,194,,1.0,194.0,Prtbvirus,Podoviridae,Caudovirales
Burkholderia~phage~AH2,217,217,78,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Burkholderia~phage~Bcep176,218,218,81,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Burkholderia~phage~BcepB1A,219,219,73,RefSeq-85,Caudovirales,Myoviridae,,173,,1.0,173.0,Non affiliated,Myoviridae,Caudovirales
Burkholderia~phage~BcepGomr,220,220,75,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Burkholderia~phage~BcepNazgul,221,221,73,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Burkholderia~phage~JG068,222,222,49,RefSeq-85,Caudovirales,Podoviridae,,209,,1.0,209.0,Pradovirus,Podoviridae,Caudovirales
Burkholderia~phage~KL1,223,223,55,RefSeq-85,Caudovirales,Siphoviridae,Septima3virus,56,,1.0,56.0,Septima3virus,Siphoviridae,Caudovirales
Burkholderia~phage~KL3,224,224,52,RefSeq-85,Caudovirales,Myoviridae,,72,,1.0,72.0,P2virus,Myoviridae,Caudovirales
Burkholderia~phage~KS10,225,225,49,RefSeq-85,Caudovirales,Myoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Burkholderia~phage~KS14,226,226,44,RefSeq-85,Caudovirales,Myoviridae,,72,,1.0,72.0,P2virus,Myoviridae,Caudovirales
Burkholderia~phage~KS5,227,227,46,RefSeq-85,Caudovirales,Myoviridae,,72,,1.0,72.0,P2virus,Myoviridae,Caudovirales
Burkholderia~phage~KS9,228,228,50,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Burkholderia~phage~ST79,229,229,49,RefSeq-85,Caudovirales,Myoviridae,,72,,1.0,72.0,P2virus,Myoviridae,Caudovirales
Burkholderia~virus~Bcep1,230,230,71,RefSeq-85,Caudovirales,Myoviridae,Bcep78virus,472,,1.0,472.0,Bcep78virus,Myoviridae,Caudovirales
Burkholderia~virus~Bcep22,231,231,77,RefSeq-85,Caudovirales,Podoviridae,Bcep22virus,252,,1.0,252.0,Bcep22virus,Podoviridae,Caudovirales
Burkholderia~virus~Bcep43,232,232,65,RefSeq-85,Caudovirales,Myoviridae,Bcep78virus,472,,1.0,472.0,Bcep78virus,Myoviridae,Caudovirales
Burkholderia~virus~Bcep781,233,233,66,RefSeq-85,Caudovirales,Myoviridae,Bcep78virus,472,,1.0,472.0,Bcep78virus,Myoviridae,Caudovirales
Burkholderia~virus~BcepC6B,234,234,46,RefSeq-85,Caudovirales,Podoviridae,Bpp1virus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Burkholderia~virus~BcepF1,235,235,127,RefSeq-85,Caudovirales,Myoviridae,Pbunavirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Burkholderia~virus~BcepMu,236,236,53,RefSeq-85,Caudovirales,Myoviridae,Bcepmuvirus,134,134;142,1.0,134.0,Bcepmuvirus,Myoviridae,Caudovirales
Burkholderia~virus~BcepNY3,237,237,70,RefSeq-85,Caudovirales,Myoviridae,Bcep78virus,472,,1.0,472.0,Bcep78virus,Myoviridae,Caudovirales
Burkholderia~virus~Bcepil02,238,238,76,RefSeq-85,Caudovirales,Podoviridae,Bcep22virus,252,,1.0,252.0,Bcep22virus,Podoviridae,Caudovirales
Burkholderia~virus~Bcepmigl,239,239,75,RefSeq-85,Caudovirales,Podoviridae,Bcep22virus,252,,1.0,252.0,Bcep22virus,Podoviridae,Caudovirales
Burkholderia~virus~DC1,240,240,73,RefSeq-85,Caudovirales,Podoviridae,Bcep22virus,252,,1.0,252.0,Bcep22virus,Podoviridae,Caudovirales
Burkholderia~virus~phi1026b,241,241,83,RefSeq-85,Caudovirales,Siphoviridae,E125virus,82,,1.0,82.0,E125virus,Siphoviridae,Caudovirales
Burkholderia~virus~phi52237,242,242,47,RefSeq-85,Caudovirales,Myoviridae,P2virus,72,,1.0,72.0,P2virus,Myoviridae,Caudovirales
Burkholderia~virus~phi6442,243,243,71,RefSeq-85,Caudovirales,Siphoviridae,E125virus,82,,1.0,82.0,E125virus,Siphoviridae,Caudovirales
Burkholderia~virus~phiE122,244,244,50,RefSeq-85,Caudovirales,Myoviridae,P2virus,72,,1.0,72.0,P2virus,Myoviridae,Caudovirales
Burkholderia~virus~phiE125,245,245,71,RefSeq-85,Caudovirales,Siphoviridae,E125virus,82,,1.0,82.0,E125virus,Siphoviridae,Caudovirales
Burkholderia~virus~phiE202,246,246,48,RefSeq-85,Caudovirales,Myoviridae,P2virus,72,,1.0,72.0,P2virus,Myoviridae,Caudovirales
Burkholderia~virus~phiE255,247,247,55,RefSeq-85,Caudovirales,Myoviridae,Bcepmuvirus,134,134;142,1.0,134.0,Bcepmuvirus,Myoviridae,Caudovirales
Campylobacter~phage~CP30A,248,248,162,RefSeq-85,Caudovirales,Myoviridae,Cp8virus,274,,1.0,274.0,Cp8virus,Myoviridae,Caudovirales
Campylobacter~phage~PC14,249,249,171,,,,,274,,1.0,274.0,Cp8virus,Myoviridae,Caudovirales
Campylobacter~virus~CP21,250,250,257,RefSeq-85,Caudovirales,Myoviridae,Cp220virus,58,,1.0,58.0,Cp220virus,Myoviridae,Caudovirales
Campylobacter~virus~CP220,251,251,194,RefSeq-85,Caudovirales,Myoviridae,Cp220virus,58,,1.0,58.0,Cp220virus,Myoviridae,Caudovirales
Campylobacter~virus~CPX,252,252,149,RefSeq-85,Caudovirales,Myoviridae,Cp8virus,274,,1.0,274.0,Cp8virus,Myoviridae,Caudovirales
Campylobacter~virus~CPt10,253,253,196,RefSeq-85,Caudovirales,Myoviridae,Cp220virus,58,,1.0,58.0,Cp220virus,Myoviridae,Caudovirales
Campylobacter~virus~NCTC12673,254,254,166,RefSeq-85,Caudovirales,Myoviridae,Cp8virus,274,,1.0,274.0,Cp8virus,Myoviridae,Caudovirales
Caulobacter~phage~CcrColossus,255,255,452,RefSeq-85,Caudovirales,Siphoviridae,,394,,1.0,394.0,Phicbkvirus,Siphoviridae,Caudovirales
Caulobacter~phage~Cr30,256,256,286,RefSeq-85,Caudovirales,Myoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Caulobacter~phage~Percy,257,257,55,,,,,209,,1.0,209.0,Pradovirus,Podoviridae,Caudovirales
Caulobacter~phage~phiCb5,258,258,4,RefSeq-85,,Leviviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Caulobacter~virus~Karma,259,259,357,RefSeq-85,Caudovirales,Siphoviridae,Phicbkvirus,394,,1.0,394.0,Phicbkvirus,Siphoviridae,Caudovirales
Caulobacter~virus~Magneto,260,260,351,RefSeq-85,Caudovirales,Siphoviridae,Phicbkvirus,394,,1.0,394.0,Phicbkvirus,Siphoviridae,Caudovirales
Caulobacter~virus~Rogue,261,261,354,RefSeq-85,Caudovirales,Siphoviridae,Phicbkvirus,394,,1.0,394.0,Phicbkvirus,Siphoviridae,Caudovirales
Caulobacter~virus~Swift,262,262,347,RefSeq-85,Caudovirales,Siphoviridae,Phicbkvirus,394,,1.0,394.0,Phicbkvirus,Siphoviridae,Caudovirales
Caulobacter~virus~phiCbK,263,263,342,RefSeq-85,Caudovirales,Siphoviridae,Phicbkvirus,394,,1.0,394.0,Phicbkvirus,Siphoviridae,Caudovirales
Celeribacter~phage~P12053L,264,264,56,RefSeq-85,Caudovirales,,,213,213;229,1.0,213.0,Non affiliated,Podoviridae,Caudovirales
Cellulophaga~phage~phi10:1,265,265,106,RefSeq-85,Caudovirales,Siphoviridae,,323,,1.0,323.0,Non affiliated,Siphoviridae,Caudovirales
Cellulophaga~phage~phi12:1,266,266,64,RefSeq-85,Caudovirales,Siphoviridae,Cba181virus,534,,1.0,534.0,Cba181virus,Siphoviridae,Caudovirales
Cellulophaga~phage~phi12:2,267,267,13,RefSeq-85,,Microviridae,,738,,1.0,738.0,Non affiliated,Microviridae,Non affiliated
Cellulophaga~phage~phi12a:1,268,268,13,RefSeq-85,,Microviridae,,738,,1.0,738.0,Non affiliated,Microviridae,Non affiliated
Cellulophaga~phage~phi13:2,269,269,127,RefSeq-85,Caudovirales,Podoviridae,,419,,1.0,419.0,Non affiliated,Podoviridae,Caudovirales
Cellulophaga~phage~phi14:2,270,270,133,RefSeq-85,Caudovirales,Podoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Cellulophaga~phage~phi17:1,271,271,65,RefSeq-85,Caudovirales,Siphoviridae,Cba181virus,534,,1.0,534.0,Cba181virus,Siphoviridae,Caudovirales
Cellulophaga~phage~phi17:2,272,272,198,RefSeq-85,Caudovirales,Podoviridae,Cba41virus,478,,1.0,478.0,Cba41virus,Podoviridae,Caudovirales
Cellulophaga~phage~phi18:1,273,273,65,RefSeq-85,Caudovirales,Siphoviridae,Cba181virus,534,,1.0,534.0,Cba181virus,Siphoviridae,Caudovirales
Cellulophaga~phage~phi18:3,274,274,123,RefSeq-85,Caudovirales,Podoviridae,,419,,1.0,419.0,Non affiliated,Podoviridae,Caudovirales
Cellulophaga~phage~phi19:1,275,275,114,RefSeq-85,Caudovirales,Siphoviridae,,323,,1.0,323.0,Non affiliated,Siphoviridae,Caudovirales
Cellulophaga~phage~phi19:3,276,276,129,RefSeq-85,Caudovirales,Podoviridae,,419,,1.0,419.0,Non affiliated,Podoviridae,Caudovirales
Cellulophaga~phage~phi38:1,277,277,101,RefSeq-85,Caudovirales,Podoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Cellulophaga~phage~phi39:1,278,278,48,RefSeq-85,Caudovirales,Siphoviridae,,537,,1.0,537.0,Non affiliated,Siphoviridae,Caudovirales
Cellulophaga~phage~phi46:1,279,279,54,RefSeq-85,Caudovirales,Siphoviridae,,538,,1.0,538.0,Non affiliated,Siphoviridae,Caudovirales
Cellulophaga~phage~phi46:3,280,280,121,RefSeq-85,Caudovirales,Podoviridae,,419,,1.0,419.0,Non affiliated,Podoviridae,Caudovirales
Cellulophaga~phage~phi48:2,281,281,29,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Cellulophaga~phage~phi4:1,282,282,197,RefSeq-85,Caudovirales,Podoviridae,Cba41virus,478,,1.0,478.0,Cba41virus,Podoviridae,Caudovirales
Cellulophaga~phage~phiSM,283,283,59,RefSeq-85,Caudovirales,Myoviridae,,222,,1.0,222.0,Non affiliated,Myoviridae,Caudovirales
Cellulophaga~phage~phiST,284,284,104,RefSeq-85,Caudovirales,Siphoviridae,Cbastvirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Chimpanzee~faeces~associated~microphage~1,285,285,4,,,,,334,,1.0,334.0,Non affiliated,Non affiliated,Non affiliated
Chimpanzee~faeces~associated~microphage~2,286,286,5,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Chimpanzee~faeces~associated~microphage~3,287,287,4,,,,,334,,1.0,334.0,Non affiliated,Non affiliated,Non affiliated
Chlamydia~phage~2,288,288,8,RefSeq-85,,Microviridae,Chlamydiamicrovirus,335,,1.0,335.0,Chlamydiamicrovirus,Microviridae,Non affiliated
Chlamydia~phage~4,289,289,8,RefSeq-85,,Microviridae,,335,,1.0,335.0,Chlamydiamicrovirus,Microviridae,Non affiliated
Chlamydia~virus~CPAR39,290,290,6,RefSeq-85,,Microviridae,Chlamydiamicrovirus,335,,1.0,335.0,Chlamydiamicrovirus,Microviridae,Non affiliated
Chlamydia~virus~Chp1,291,291,12,RefSeq-85,,Microviridae,Chlamydiamicrovirus,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Citrobacter~phage~CR44b,292,292,57,RefSeq-85,Caudovirales,Podoviridae,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Citrobacter~phage~CR8,293,293,57,RefSeq-85,Caudovirales,Podoviridae,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Citrobacter~phage~CVT22,294,294,83,RefSeq-85,Caudovirales,Podoviridae,,136,,1.0,136.0,Non affiliated,Podoviridae,Caudovirales
Citrobacter~phage~IME-CF2,295,295,263,RefSeq-85,Caudovirales,Myoviridae,,6,6;8,1.0,6.0,Kp15virus,Myoviridae,Caudovirales
Citrobacter~phage~Margaery,296,296,280,,,,,6,6;8,1.0,6.0,Kp15virus,Myoviridae,Caudovirales
Citrobacter~phage~Merlin,297,297,303,RefSeq-85,Caudovirales,Myoviridae,Moonvirus,7,,1.0,7.0,T4virus,Myoviridae,Caudovirales
Citrobacter~phage~Michonne,298,298,143,,,,,139,,1.0,139.0,Felixo1virus,Myoviridae,Caudovirales
Citrobacter~phage~Miller,299,299,277,RefSeq-85,Caudovirales,Myoviridae,,6,6;8,1.0,6.0,Kp15virus,Myoviridae,Caudovirales
Citrobacter~phage~Moogle,300,300,126,RefSeq-85,Caudovirales,Myoviridae,Mooglevirus,139,,1.0,139.0,Felixo1virus,Myoviridae,Caudovirales
Citrobacter~phage~Moon,301,301,298,RefSeq-85,Caudovirales,Myoviridae,Moonvirus,7,,1.0,7.0,T4virus,Myoviridae,Caudovirales
Citrobacter~phage~SH1,302,302,53,,,,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Citrobacter~phage~SH2,303,303,53,,,,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Citrobacter~phage~SH3,304,304,49,,,,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Citrobacter~phage~SH4,305,305,49,,,,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Citrobacter~phage~phiCFP-1,306,306,43,RefSeq-85,Caudovirales,Podoviridae,,30,,1.0,30.0,Kp32virus,Podoviridae,Caudovirales
Citrobacter~phage~vB_CfrM_CfP1,307,307,273,,,,,6,6;8,1.0,6.0,Kp15virus,Myoviridae,Caudovirales
Citrobacter~virus~Stevie,308,308,90,RefSeq-85,Caudovirales,Siphoviridae,Tlsvirus,164,,1.0,164.0,Rogue1virus,Siphoviridae,Caudovirales
Clavibacter~phage~CMP1,309,309,74,RefSeq-85,Caudovirales,Siphoviridae,,576,,1.0,576.0,Non affiliated,Siphoviridae,Caudovirales
Clavibacter~phage~CN1A,310,310,78,RefSeq-85,Caudovirales,Siphoviridae,,576,,1.0,576.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~CDMH1,311,311,84,RefSeq-85,Caudovirales,Myoviridae,,163,,1.0,163.0,Cd119virus,Myoviridae,Caudovirales
Clostridium~phage~PhiS63,312,312,43,RefSeq-85,Caudovirales,Siphoviridae,,320,,1.0,320.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~c-st,313,313,198,RefSeq-85,Caudovirales,Myoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phi24R,314,314,22,RefSeq-85,Caudovirales,Podoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phi3626,315,315,51,RefSeq-85,Caudovirales,Siphoviridae,,320,,1.0,320.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~phi8074-B1,316,316,82,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phiCD111,317,317,55,RefSeq-85,Caudovirales,Siphoviridae,,312,,1.0,312.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~phiCD146,318,318,52,RefSeq-85,Caudovirales,Siphoviridae,,312,,1.0,312.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~phiCD211,319,319,190,RefSeq-85,Caudovirales,Myoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phiCD38-2,320,320,55,RefSeq-85,Caudovirales,Siphoviridae,,312,,1.0,312.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~phiCD481-1,321,321,54,RefSeq-85,Caudovirales,Myoviridae,,198,,1.0,198.0,Non affiliated,Myoviridae,Caudovirales
Clostridium~phage~phiCD505,322,322,76,RefSeq-85,Caudovirales,Myoviridae,,163,,1.0,163.0,Cd119virus,Myoviridae,Caudovirales
Clostridium~phage~phiCD506,323,323,53,RefSeq-85,Caudovirales,Myoviridae,,198,,1.0,198.0,Non affiliated,Myoviridae,Caudovirales
Clostridium~phage~phiCD6356,324,324,59,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phiCDHM11,325,325,49,RefSeq-85,Caudovirales,Myoviridae,,198,,1.0,198.0,Non affiliated,Myoviridae,Caudovirales
Clostridium~phage~phiCDHM13,326,326,50,RefSeq-85,Caudovirales,Myoviridae,,198,,1.0,198.0,Non affiliated,Myoviridae,Caudovirales
Clostridium~phage~phiCDHM19,327,327,88,RefSeq-85,Caudovirales,Myoviridae,,163,,1.0,163.0,Cd119virus,Myoviridae,Caudovirales
Clostridium~phage~phiCP13O,328,328,55,RefSeq-85,Caudovirales,Siphoviridae,,621,,1.0,621.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~phiCP26F,329,329,49,RefSeq-85,Caudovirales,Siphoviridae,,621,,1.0,621.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~phiCP34O,330,330,52,RefSeq-85,Caudovirales,Siphoviridae,,621,,1.0,621.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~phiCP39-O,331,331,62,RefSeq-85,Caudovirales,Siphoviridae,,621,,1.0,621.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~phiCP7R,332,332,26,RefSeq-85,Caudovirales,Podoviridae,,577,,1.0,577.0,Non affiliated,Podoviridae,Caudovirales
Clostridium~phage~phiCPV4,333,333,28,RefSeq-85,Caudovirales,Podoviridae,,577,,1.0,577.0,Non affiliated,Podoviridae,Caudovirales
Clostridium~phage~phiCT19406A,334,334,67,,,,,90,,1.0,90.0,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phiCT19406B,335,335,66,,,,,212,,1.0,212.0,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phiCT19406C,336,336,63,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phiCT453A,337,337,62,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phiCT453B,338,338,61,,,,,212,,1.0,212.0,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phiCT9441A,339,339,77,,,,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phiCTC2A,340,340,67,,,,,90,,1.0,90.0,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phiCTC2B,341,341,66,,,,,212,,1.0,212.0,Non affiliated,Non affiliated,Non affiliated
Clostridium~phage~phiCTP1,342,342,86,RefSeq-85,Caudovirales,Siphoviridae,,174,,1.0,174.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~phiMMP01,343,343,81,RefSeq-85,Caudovirales,Myoviridae,,163,,1.0,163.0,Cd119virus,Myoviridae,Caudovirales
Clostridium~phage~phiMMP02,344,344,76,RefSeq-85,Caudovirales,Myoviridae,,163,,1.0,163.0,Cd119virus,Myoviridae,Caudovirales
Clostridium~phage~phiMMP03,345,345,93,RefSeq-85,Caudovirales,Myoviridae,,163,,1.0,163.0,Cd119virus,Myoviridae,Caudovirales
Clostridium~phage~phiMMP04,346,346,51,RefSeq-85,Caudovirales,Myoviridae,,198,,1.0,198.0,Non affiliated,Myoviridae,Caudovirales
Clostridium~phage~phiSM101,347,347,53,RefSeq-85,Caudovirales,Siphoviridae,,320,,1.0,320.0,Non affiliated,Siphoviridae,Caudovirales
Clostridium~phage~phiZP2,348,348,27,RefSeq-85,Caudovirales,Podoviridae,,577,,1.0,577.0,Non affiliated,Podoviridae,Caudovirales
Clostridium~phage~vB_CpeS-CP51,349,349,50,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Clostridium~virus~phiC2,350,350,82,RefSeq-85,Caudovirales,Myoviridae,Cd119virus,163,,1.0,163.0,Cd119virus,Myoviridae,Caudovirales
Clostridium~virus~phiCD119,351,351,79,RefSeq-85,Caudovirales,Myoviridae,Cd119virus,163,,1.0,163.0,Cd119virus,Myoviridae,Caudovirales
Clostridium~virus~phiCD27,352,352,75,RefSeq-85,Caudovirales,Myoviridae,Cd119virus,163,,1.0,163.0,Cd119virus,Myoviridae,Caudovirales
Colwellia~phage~9A,353,353,149,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Corynebacterium~phage~BFK20,354,354,54,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Corynebacterium~phage~P1201,355,355,97,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Croceibacter~phage~P2559S,356,356,68,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Croceibacter~phage~P2559Y,357,357,51,RefSeq-85,Caudovirales,Siphoviridae,,,,0.0,,Non affiliated,Non affiliated,Non affiliated
Cronobacter~phage~CR3,358,358,265,RefSeq-85,Caudovirales,Myoviridae,Cr3virus,24,,1.0,24.0,Cr3virus,Myoviridae,Caudovirales
Cronobacter~phage~CR5,359,359,231,RefSeq-85,Caudovirales,Myoviridae,,257,,1.0,257.0,Eah2virus,Myoviridae,Caudovirales
Cronobacter~phage~CR8,360,360,269,RefSeq-85,Caudovirales,Myoviridae,Cr3virus,24,,1.0,24.0,Cr3virus,Myoviridae,Caudovirales
